customer,recency,frequency,monetary,cluster,cluster_label
140cf869bzs,2,2,4030.3599999999997,1,Cliente Prometedor
141df72dbzs,11,1,1387.2,4,Cliente Perdido
14287ac4bzs,1,1,2129.76,1,Cliente Prometedor
1444fdc4bzs,9,1,1116.56,4,Cliente Perdido
144845a4bzs,24,1,7853.15,0,Clientes que Necesitan Atención
1448b377bzs,22,1,698.7,0,Clientes que Necesitan Atención
1458b569bzs,8,1,890.46,4,Cliente Perdido
146dab5bbzs,7,1,1013.88,1,Cliente Prometedor
147a703dbzs,12,4,41436.48,4,Cliente Perdido
147c93ffbzs,7,1,1292.0,1,Cliente Prometedor
14808d9ebzs,17,1,5449.01,0,Clientes que Necesitan Atención
148b5774bzs,23,1,8161.87,0,Clientes que Necesitan Atención
14b177dabzs,3,5,28905.78,1,Cliente Prometedor
14c7f228bzs,23,1,1006.57,0,Clientes que Necesitan Atención
14d3dd49bzs,7,1,815.66,1,Cliente Prometedor
14d5d45fbzs,24,1,1451.97,0,Clientes que Necesitan Atención
14dea0b8bzs,22,1,2928.42,0,Clientes que Necesitan Atención
14f23f88bzs,3,2,1049.0700000000002,1,Cliente Prometedor
14f38489bzs,17,1,1064.88,0,Clientes que Necesitan Atención
14ffdc75bzs,5,1,531.93,1,Cliente Prometedor
15057c7ebzs,23,1,2504.61,0,Clientes que Necesitan Atención
1506f8f5bzs,16,1,592.28,4,Cliente Perdido
150d11edbzs,8,2,3110.15,4,Cliente Perdido
151144a8bzs,4,1,2631.26,1,Cliente Prometedor
151702cfbzs,4,1,626.62,1,Cliente Prometedor
15212f1dbzs,24,1,698.7,0,Clientes que Necesitan Atención
15234357bzs,16,2,27645.739999999998,4,Cliente Perdido
152cec2dbzs,3,3,6876.16,1,Cliente Prometedor
153410ecbzs,7,1,721.48,1,Cliente Prometedor
1548cc16bzs,7,1,2106.13,1,Cliente Prometedor
15496be3bzs,22,1,5765.55,0,Clientes que Necesitan Atención
155227b4bzs,20,1,504.39,0,Clientes que Necesitan Atención
155fca25bzs,3,2,9489.91,1,Cliente Prometedor
15672fb5bzs,9,1,449.31,4,Cliente Perdido
158a4692bzs,6,1,1174.7,1,Cliente Prometedor
158f2250bzs,4,3,3395.58,1,Cliente Prometedor
158f74b9bzs,12,1,1001.98,4,Cliente Perdido
1594a132bzs,6,1,5815.02,1,Cliente Prometedor
159a53bdbzs,19,1,1024.59,0,Clientes que Necesitan Atención
159d7ed9bzs,13,1,1104.83,4,Cliente Perdido
15af78f7bzs,19,1,1253.41,0,Clientes que Necesitan Atención
15b56350bzs,6,1,643.45,1,Cliente Prometedor
15b7d872bzs,21,1,711.62,0,Clientes que Necesitan Atención
15c3cd60bzs,16,1,4024.24,4,Cliente Perdido
15caa47fbzs,1,19,39694.49,1,Cliente Prometedor
15cb7c4bbzs,1,52,136168.13,2,Cliente Leal
15d80f39bzs,20,1,512.89,0,Clientes que Necesitan Atención
15e3a23bbzs,2,5,7611.41,1,Cliente Prometedor
1604805cbzs,1,54,100842.13,2,Cliente Leal
160ffc15bzs,7,2,1547.17,1,Cliente Prometedor
161a0fdabzs,22,1,2695.01,0,Clientes que Necesitan Atención
1623cd7abzs,23,1,1483.08,0,Clientes que Necesitan Atención
163165a1bzs,24,1,2786.13,0,Clientes que Necesitan Atención
164a05eabzs,23,1,5356.02,0,Clientes que Necesitan Atención
166941a6bzs,23,1,948.43,0,Clientes que Necesitan Atención
166a7ee0bzs,21,1,1082.73,0,Clientes que Necesitan Atención
167e45fdbzs,22,1,669.63,0,Clientes que Necesitan Atención
1683850cbzs,14,1,477.19,4,Cliente Perdido
16874042bzs,5,3,7010.12,1,Cliente Prometedor
1692c7d5bzs,5,3,31964.76,1,Cliente Prometedor
169a4502bzs,21,1,519.52,0,Clientes que Necesitan Atención
169b8517bzs,3,1,2668.66,1,Cliente Prometedor
16a68ef9bzs,22,1,570.52,0,Clientes que Necesitan Atención
16b1cc47bzs,1,39,64167.5625,2,Cliente Leal
16bc5b06bzs,2,5,51949.619999999995,1,Cliente Prometedor
16be3eccbzs,22,1,12564.53,0,Clientes que Necesitan Atención
16bf84b0bzs,3,2,1777.86,1,Cliente Prometedor
16d384a7bzs,23,1,8012.95,0,Clientes que Necesitan Atención
16f88538bzs,1,25,37730.31,1,Cliente Prometedor
170d03b2bzs,21,1,4274.82,0,Clientes que Necesitan Atención
1718feefbzs,22,1,1454.18,0,Clientes que Necesitan Atención
17191cbcbzs,13,1,1726.69,4,Cliente Perdido
171b9ad1bzs,20,2,3602.81,0,Clientes que Necesitan Atención
171d6160bzs,2,1,7684.68,1,Cliente Prometedor
17257b15bzs,1,13,21569.26,1,Cliente Prometedor
1726d5b1bzs,7,1,871.59,1,Cliente Prometedor
1749cf61bzs,21,1,1224.68,0,Clientes que Necesitan Atención
174b2fdbbzs,23,1,8273.73,0,Clientes que Necesitan Atención
174d9335bzs,20,1,2496.45,0,Clientes que Necesitan Atención
1753e1aebzs,1,1,1108.23,1,Cliente Prometedor
175651fabzs,3,41,87358.06999999999,2,Cliente Leal
1760bf30bzs,13,1,873.12,4,Cliente Perdido
176e3322bzs,1,1,2443.41,1,Cliente Prometedor
17920894bzs,13,1,1700.85,4,Cliente Perdido
17b9d07cbzs,20,1,1225.87,0,Clientes que Necesitan Atención
17b9ed9dbzs,21,1,5834.57,0,Clientes que Necesitan Atención
17c38ce9bzs,23,1,12502.65,0,Clientes que Necesitan Atención
17faab43bzs,23,1,545.53,0,Clientes que Necesitan Atención
1808ac5bbzs,22,1,4190.16,0,Clientes que Necesitan Atención
180b11a7bzs,23,1,830.62,0,Clientes que Necesitan Atención
1812eac3bzs,11,1,440.81,4,Cliente Perdido
182466e7bzs,6,2,5989.61,1,Cliente Prometedor
18256e21bzs,5,1,1419.16,1,Cliente Prometedor
18287c81bzs,11,2,1231.99,4,Cliente Perdido
1839d495bzs,6,4,5252.150000000001,1,Cliente Prometedor
183c5a0ebzs,15,1,697.51,4,Cliente Perdido
1840aa7bbzs,2,2,4409.29,1,Cliente Prometedor
18429a2bbzs,21,4,3449.81,0,Clientes que Necesitan Atención
184b4874bzs,13,2,1321.24,4,Cliente Perdido
18503813bzs,23,1,2153.39,0,Clientes que Necesitan Atención
1865d95cbzs,22,1,535.67,0,Clientes que Necesitan Atención
1868926bbzs,23,1,540.09,0,Clientes que Necesitan Atención
18756c2cbzs,9,1,1202.75,4,Cliente Perdido
1875da09bzs,1,1,1170.96,1,Cliente Prometedor
18794e55bzs,17,1,1257.15,0,Clientes que Necesitan Atención
188ea700bzs,22,1,1078.14,0,Clientes que Necesitan Atención
188ee64abzs,1,1,1383.63,1,Cliente Prometedor
18992109bzs,18,1,392.53,0,Clientes que Necesitan Atención
189d60d8bzs,13,2,1300.5,4,Cliente Perdido
18afcf16bzs,15,1,779.79,4,Cliente Perdido
18b0755ebzs,8,1,9196.83,4,Cliente Perdido
18b44c06bzs,13,3,9338.95,4,Cliente Perdido
18b757cabzs,23,1,2638.23,0,Clientes que Necesitan Atención
19192eafbzs,1,144,314822.32,3,Mejores clientes
193e0876bzs,11,2,8641.1,4,Cliente Perdido
194878f1bzs,9,1,598.06,4,Cliente Perdido
194ce63abzs,22,1,1008.61,0,Clientes que Necesitan Atención
1954331abzs,17,1,978.69,0,Clientes que Necesitan Atención
1956c0a9bzs,4,1,1262.93,1,Cliente Prometedor
195fd678bzs,7,2,2403.46,1,Cliente Prometedor
19629a8dbzs,4,26,69913.18000000001,2,Cliente Leal
19749a4abzs,5,1,1127.78,1,Cliente Prometedor
19769cfbbzs,2,3,2635.17,1,Cliente Prometedor
197c3bb6bzs,21,2,81044.95,0,Clientes que Necesitan Atención
19886e19bzs,13,2,1880.37,4,Cliente Perdido
198d1e87bzs,23,1,1002.83,0,Clientes que Necesitan Atención
19b231babzs,2,14,53695.86,1,Cliente Prometedor
19b4900dbzs,9,8,26379.070000000003,1,Cliente Prometedor
19b534b4bzs,5,1,1582.53,1,Cliente Prometedor
19bc408bbzs,17,2,6932.09,0,Clientes que Necesitan Atención
19c2d639bzs,23,1,3482.96,0,Clientes que Necesitan Atención
1a064020bzs,16,1,851.53,4,Cliente Perdido
1a232c09bzs,7,1,1051.62,1,Cliente Prometedor
1a4a353cbzs,24,1,2267.97,0,Clientes que Necesitan Atención
1a50d318bzs,13,1,22701.63,4,Cliente Perdido
1a574c4dbzs,11,1,6093.99,4,Cliente Perdido
1a5c9031bzs,7,1,1019.66,1,Cliente Prometedor
1a5dc1d6bzs,1,84,272139.57,3,Mejores clientes
1a613d8dbzs,7,6,7684.0,1,Cliente Prometedor
1a6eb4a4bzs,19,1,2704.19,0,Clientes que Necesitan Atención
1a80b081bzs,15,1,2233.97,4,Cliente Perdido
1aadef86bzs,7,1,2118.88,1,Cliente Prometedor
1ac35e50bzs,13,1,419.73,4,Cliente Perdido
1acf0271bzs,9,1,589.22,4,Cliente Perdido
1adaecb6bzs,5,1,737.12,1,Cliente Prometedor
1ae9aa38bzs,24,1,596.36,0,Clientes que Necesitan Atención
1aed9bf2bzs,17,1,1300.5,0,Clientes que Necesitan Atención
1afd6ee4bzs,3,21,28007.16,1,Cliente Prometedor
1b0b3aaabzs,17,2,2650.3,0,Clientes que Necesitan Atención
1b0edc53bzs,22,1,5765.55,0,Clientes que Necesitan Atención
1b1d6af6bzs,17,2,2805.0,0,Clientes que Necesitan Atención
1b1db0e8bzs,18,1,1355.75,0,Clientes que Necesitan Atención
1b27508cbzs,20,1,1052.47,0,Clientes que Necesitan Atención
1b35e066bzs,12,1,1132.71,4,Cliente Perdido
1b45044abzs,9,1,387.43,4,Cliente Perdido
1b553c99bzs,15,1,1225.87,4,Cliente Perdido
1b615bf6bzs,14,1,353.77,4,Cliente Perdido
1b6684c5bzs,1,8,23997.71,1,Cliente Prometedor
1b6fe4d6bzs,15,1,1029.35,4,Cliente Perdido
1b7e562abzs,13,1,763.3,4,Cliente Perdido
1b836b32bzs,3,1,516.12,1,Cliente Prometedor
1b8bd443bzs,5,1,2079.61,1,Cliente Prometedor
1b963389bzs,6,1,2580.09,1,Cliente Prometedor
1b995253bzs,17,1,2308.94,0,Clientes que Necesitan Atención
1b9a14b5bzs,23,1,1585.59,0,Clientes que Necesitan Atención
1ba036e3bzs,2,30,105545.86,2,Cliente Leal
1bc85940bzs,22,4,3089.24,0,Clientes que Necesitan Atención
1bcb402bbzs,1,101,353877.61,3,Mejores clientes
1bce12e9bzs,1,1,673.2,1,Cliente Prometedor
1bcfe755bzs,16,1,2093.38,4,Cliente Perdido
1bd5b950bzs,3,12,20623.55,1,Cliente Prometedor
1be9cb2cbzs,22,2,5468.22,0,Clientes que Necesitan Atención
1bf83a66bzs,14,1,741.71,4,Cliente Perdido
1c04ea1abzs,22,1,1308.49,0,Clientes que Necesitan Atención
1c08ce18bzs,22,2,27922.5,0,Clientes que Necesitan Atención
1c0b7c69bzs,19,1,967.13,0,Clientes que Necesitan Atención
1c0cd052bzs,14,2,11849.17,4,Cliente Perdido
1c1425ebbzs,20,1,2456.33,0,Clientes que Necesitan Atención
1c39fb8fbzs,22,1,1701.87,0,Clientes que Necesitan Atención
1c413982bzs,8,1,1442.96,4,Cliente Perdido
1c502c83bzs,10,2,3400.0,4,Cliente Perdido
1c5095b1bzs,9,2,2243.66,4,Cliente Perdido
1c59a954bzs,9,3,2585.19,4,Cliente Perdido
1c61699bbzs,23,1,3973.58,0,Clientes que Necesitan Atención
1c62fe30bzs,3,1,1239.81,1,Cliente Prometedor
1c63d7abbzs,3,1,761.43,1,Cliente Prometedor
1c6997efbzs,4,3,1379.04,1,Cliente Prometedor
1c72d3b9bzs,15,1,1248.82,4,Cliente Perdido
1c77641bbzs,10,3,2806.0591,4,Cliente Perdido
1c7e4f44bzs,4,1,1194.93,1,Cliente Prometedor
1c8281c5bzs,21,1,2777.8,0,Clientes que Necesitan Atención
1c837467bzs,24,1,1372.58,0,Clientes que Necesitan Atención
1c9e1c9dbzs,21,1,1706.8,0,Clientes que Necesitan Atención
1ca1c42fbzs,10,4,59606.08,4,Cliente Perdido
1cab1ba9bzs,6,1,1576.92,1,Cliente Prometedor
1cb2a2ebbzs,9,3,5001.74,4,Cliente Perdido
1cb7d1e3bzs,11,1,450.67,4,Cliente Perdido
1cbfc137bzs,23,1,698.7,0,Clientes que Necesitan Atención
1cc89afabzs,7,1,737.12,1,Cliente Prometedor
1ce1e1bdbzs,10,1,679.32,4,Cliente Perdido
1ce54b4cbzs,13,1,1247.97,4,Cliente Perdido
1d0b1077bzs,21,1,1149.71,0,Clientes que Necesitan Atención
1d1b92babzs,11,1,2370.31,4,Cliente Perdido
1d32e180bzs,7,1,737.12,1,Cliente Prometedor
1d368742bzs,11,2,1080.35,4,Cliente Perdido
1d3ada97bzs,7,1,1445.85,1,Cliente Prometedor
1d47f4b3bzs,14,1,533.46,4,Cliente Perdido
1d48bb15bzs,16,2,1429.87,4,Cliente Perdido
1d63c147bzs,19,2,1367.65,0,Clientes que Necesitan Atención
1d6cb788bzs,1,4,2934.2,1,Cliente Prometedor
1d76b390bzs,6,1,2557.31,1,Cliente Prometedor
1d9690c0bzs,19,1,1041.93,0,Clientes que Necesitan Atención
1d9b7b22bzs,3,2,3954.37,1,Cliente Prometedor
1d9ccecfbzs,24,1,5731.55,0,Clientes que Necesitan Atención
1dad12bdbzs,21,1,1256.81,0,Clientes que Necesitan Atención
1db628debzs,21,1,2023.85,0,Clientes que Necesitan Atención
1dbd23d7bzs,22,1,906.95,0,Clientes que Necesitan Atención
1dbe92e0bzs,9,4,5767.08,4,Cliente Perdido
1dc1c71fbzs,5,1,796.96,1,Cliente Prometedor
1dcc5a39bzs,20,3,6042.650000000001,0,Clientes que Necesitan Atención
1dd961e4bzs,19,1,711.28,0,Clientes que Necesitan Atención
1e08253dbzs,10,1,1015.41,4,Cliente Perdido
1e0a6bf1bzs,21,1,1432.93,0,Clientes que Necesitan Atención
1e265b03bzs,13,1,734.74,4,Cliente Perdido
1e27afd5bzs,3,1,2779.5,1,Cliente Prometedor
1e2befc4bzs,3,27,54225.07,2,Cliente Leal
1e461e64bzs,4,1,1003.17,1,Cliente Prometedor
1e5d0f69bzs,13,1,407.66,4,Cliente Perdido
1e67930cbzs,1,5,4868.46,1,Cliente Prometedor
1e6a7267bzs,5,1,2294.49,1,Cliente Prometedor
1e6fec0abzs,3,1,804.78,1,Cliente Prometedor
1e739e90bzs,9,1,2342.26,4,Cliente Perdido
1e786bf9bzs,3,1,0.0,1,Cliente Prometedor
1e7fbf1abzs,12,1,1264.46,4,Cliente Perdido
1e8c131fbzs,24,1,2243.49,0,Clientes que Necesitan Atención
1ea5b33bbzs,6,2,2218.33,1,Cliente Prometedor
1eab5038bzs,4,1,2694.16,1,Cliente Prometedor
1eb44932bzs,20,2,1179.12,0,Clientes que Necesitan Atención
1eb5da87bzs,23,1,1824.78,0,Clientes que Necesitan Atención
1ebc3891bzs,11,1,3315.34,4,Cliente Perdido
1ec22cb9bzs,1,2,1527.1100000000001,1,Cliente Prometedor
1ec77e82bzs,6,6,28958.480000000003,1,Cliente Prometedor
1eca7dd6bzs,6,1,735.42,1,Cliente Prometedor
1ed3a94ebzs,12,3,13129.44,4,Cliente Perdido
1edb519ebzs,22,1,698.7,0,Clientes que Necesitan Atención
1ee729dfbzs,21,1,18863.54,0,Clientes que Necesitan Atención
1eea0a67bzs,22,1,934.15,0,Clientes que Necesitan Atención
1f1311c4bzs,13,1,4342.31,4,Cliente Perdido
1f1e0407bzs,16,1,1107.38,4,Cliente Perdido
1f2aa5adbzs,22,1,1246.1,0,Clientes que Necesitan Atención
1f3cd71fbzs,18,1,1225.53,0,Clientes que Necesitan Atención
1f45c675bzs,15,1,519.86,4,Cliente Perdido
1f5a7a6fbzs,11,5,9043.83,4,Cliente Perdido
1f633ebcbzs,21,1,1277.21,0,Clientes que Necesitan Atención
1f6bd651bzs,13,1,967.47,4,Cliente Perdido
1f78ad67bzs,7,2,5041.86,1,Cliente Prometedor
1f7ab19fbzs,7,2,3854.41,1,Cliente Prometedor
1f89581abzs,14,2,1531.87,4,Cliente Perdido
1f91318dbzs,18,1,2635.51,0,Clientes que Necesitan Atención
1f93c253bzs,23,1,698.7,0,Clientes que Necesitan Atención
1f93d328bzs,6,1,1685.38,1,Cliente Prometedor
1fa72dd6bzs,19,1,1042.44,0,Clientes que Necesitan Atención
1fb817a7bzs,13,4,3407.82,4,Cliente Perdido
1fccba39bzs,23,1,698.7,0,Clientes que Necesitan Atención
1fef6aa7bzs,1,113,225035.29,3,Mejores clientes
1ff91950bzs,3,1,947.75,1,Cliente Prometedor
2011c828bzs,17,2,4185.06,0,Clientes que Necesitan Atención
201704efbzs,21,1,1162.97,0,Clientes que Necesitan Atención
201f2103bzs,13,1,1044.82,4,Cliente Perdido
2030c4f9bzs,5,1,1521.16,1,Cliente Prometedor
20531cccbzs,20,5,64046.31,0,Clientes que Necesitan Atención
2058c9f2bzs,11,1,2545.24,4,Cliente Perdido
2059e9e8bzs,14,1,990.59,4,Cliente Perdido
2061a060bzs,22,1,1744.37,0,Clientes que Necesitan Atención
2063de12bzs,24,1,1133.05,0,Clientes que Necesitan Atención
206522d2bzs,7,1,2468.74,1,Cliente Prometedor
2075e3b8bzs,7,10,29195.629999999997,1,Cliente Prometedor
20780cfbbzs,23,1,1517.76,0,Clientes que Necesitan Atención
207aace4bzs,15,1,1388.73,4,Cliente Perdido
2085a39ebzs,13,1,1583.72,4,Cliente Perdido
2098a8a1bzs,6,15,22024.52,1,Cliente Prometedor
209ae7d6bzs,8,1,9584.6,4,Cliente Perdido
209b4599bzs,4,1,3632.9,1,Cliente Prometedor
20bc6a2bbzs,15,1,955.4,4,Cliente Perdido
20beda8cbzs,21,1,698.7,0,Clientes que Necesitan Atención
20c24ec2bzs,2,1,679.49,1,Cliente Prometedor
20c6ec26bzs,2,11,111537.84999999999,2,Cliente Leal
20d1f824bzs,21,1,5990.29,0,Clientes que Necesitan Atención
20e61374bzs,22,1,1459.11,0,Clientes que Necesitan Atención
20e6d24fbzs,24,1,3363.28,0,Clientes que Necesitan Atención
2106e992bzs,15,1,1104.83,4,Cliente Perdido
2107cd09bzs,9,2,1601.74,4,Cliente Perdido
210dd48fbzs,13,1,1783.47,4,Cliente Perdido
211a9454bzs,2,2,2870.62,1,Cliente Prometedor
2134fe14bzs,4,1,1392.13,1,Cliente Prometedor
21410cc4bzs,24,1,1085.62,0,Clientes que Necesitan Atención
2147b8d2bzs,11,1,2200.82,4,Cliente Perdido
215458f3bzs,11,2,1369.01,4,Cliente Perdido
2157dd6ebzs,10,1,3037.9,4,Cliente Perdido
215bd304bzs,6,3,15002.67,1,Cliente Prometedor
215f8756bzs,1,9,14728.63,1,Cliente Prometedor
2165f3bcbzs,8,12,67071.97,1,Cliente Prometedor
217a1836bzs,5,2,2994.04,1,Cliente Prometedor
217fe028bzs,6,1,583.44,1,Cliente Prometedor
2186384ebzs,11,1,461.04,4,Cliente Perdido
21996638bzs,22,2,9209.24,0,Clientes que Necesitan Atención
21a3ae10bzs,24,1,697.0,0,Clientes que Necesitan Atención
21d477c9bzs,9,1,856.8,4,Cliente Perdido
21dc1736bzs,14,2,4335.17,4,Cliente Perdido
21fa5163bzs,11,1,1716.32,4,Cliente Perdido
22271526bzs,5,1,545.53,1,Cliente Prometedor
22275176bzs,3,1,1148.35,1,Cliente Prometedor
224f0b30bzs,7,1,705.84,1,Cliente Prometedor
224f392fbzs,17,2,1665.32,0,Clientes que Necesitan Atención
225c000cbzs,21,1,1334.84,0,Clientes que Necesitan Atención
226364a4bzs,1,142,223655.91,3,Mejores clientes
226d24e0bzs,6,1,2504.61,1,Cliente Prometedor
226d6732bzs,1,27,54577.479999999996,2,Cliente Leal
226fa56fbzs,17,2,3135.8199999999997,0,Clientes que Necesitan Atención
2271884ebzs,8,1,1165.86,4,Cliente Perdido
227dced7bzs,22,1,2518.38,0,Clientes que Necesitan Atención
227f3d8ebzs,7,1,1311.21,1,Cliente Prometedor
229217a0bzs,17,1,834.02,0,Clientes que Necesitan Atención
22a729b7bzs,3,2,3090.26,1,Cliente Prometedor
22b39ec4bzs,21,1,2412.81,0,Clientes que Necesitan Atención
22cc783ebzs,21,1,1002.32,0,Clientes que Necesitan Atención
22d290c4bzs,4,1,1060.97,1,Cliente Prometedor
22db32b1bzs,1,19,18006.57,1,Cliente Prometedor
22ed00e7bzs,20,1,5572.94,0,Clientes que Necesitan Atención
22f0d500bzs,6,10,26612.31,1,Cliente Prometedor
22f0fc30bzs,23,1,1887.0,0,Clientes que Necesitan Atención
22fbfaf4bzs,23,1,3324.01,0,Clientes que Necesitan Atención
2307443bbzs,7,3,2637.8900000000003,1,Cliente Prometedor
2311ebb8bzs,3,2,1389.75,1,Cliente Prometedor
23195014bzs,21,1,419.39,0,Clientes que Necesitan Atención
2327782bbzs,22,1,5731.55,0,Clientes que Necesitan Atención
23575ecdbzs,14,1,4159.22,4,Cliente Perdido
235dd864bzs,20,2,4103.97,0,Clientes que Necesitan Atención
23630c90bzs,14,1,2037.11,4,Cliente Perdido
237f7b4ebzs,7,1,3067.82,1,Cliente Prometedor
239311f3bzs,1,8,13896.48,1,Cliente Prometedor
23a9135dbzs,5,1,744.26,1,Cliente Prometedor
23ba6889bzs,14,1,12820.72,4,Cliente Perdido
23bf776fbzs,19,1,4138.48,0,Clientes que Necesitan Atención
23d633d2bzs,17,1,782.51,0,Clientes que Necesitan Atención
23d77e23bzs,17,1,1328.89,0,Clientes que Necesitan Atención
23d86489bzs,17,1,786.42,0,Clientes que Necesitan Atención
23e0c8fabzs,16,1,3195.66,4,Cliente Perdido
23f11773bzs,8,7,10996.619999999999,1,Cliente Prometedor
23f8d6f3bzs,24,1,1282.31,0,Clientes que Necesitan Atención
23fb658ebzs,7,1,5849.02,1,Cliente Prometedor
240fd79cbzs,15,1,568.99,4,Cliente Perdido
242e1b6ebzs,12,1,2230.74,4,Cliente Perdido
24386c9ebzs,11,3,2881.33,4,Cliente Perdido
243b9d03bzs,6,1,1080.86,1,Cliente Prometedor
249a6354bzs,9,5,3800.52,4,Cliente Perdido
24a607febzs,17,3,3031.95,0,Clientes que Necesitan Atención
24b1af50bzs,1,8,9473.8586,1,Cliente Prometedor
24b2391abzs,6,5,5469.92,1,Cliente Prometedor
24c06f75bzs,13,2,1248.14,4,Cliente Perdido
24c32a27bzs,13,1,687.65,4,Cliente Perdido
24d56fecbzs,24,1,698.7,0,Clientes que Necesitan Atención
24de893abzs,21,1,1381.42,0,Clientes que Necesitan Atención
24e4c96fbzs,1,20,76798.86,2,Cliente Leal
24edfcb4bzs,6,1,700.06,1,Cliente Prometedor
24f4089bbzs,22,1,1342.49,0,Clientes que Necesitan Atención
24fc0582bzs,19,1,2657.44,0,Clientes que Necesitan Atención
251a4fe0bzs,12,1,759.56,4,Cliente Perdido
25202e9fbzs,7,1,502.86,1,Cliente Prometedor
2523b6abbzs,13,4,15340.970000000001,4,Cliente Perdido
252c9373bzs,3,4,2974.66,1,Cliente Prometedor
254374babzs,7,5,7401.799999999999,1,Cliente Prometedor
255481f0bzs,17,1,2411.45,0,Clientes que Necesitan Atención
256a8cc0bzs,1,6,15367.66,1,Cliente Prometedor
25718dc0bzs,21,1,2256.41,0,Clientes que Necesitan Atención
259e1b93bzs,3,1,2567.34,1,Cliente Prometedor
259eec10bzs,6,3,3083.46,1,Cliente Prometedor
259f49adbzs,1,3,104405.67,2,Cliente Leal
25a30bbebzs,24,1,1604.29,0,Clientes que Necesitan Atención
25b841d9bzs,1,7,29101.45,1,Cliente Prometedor
25d13113bzs,11,1,587.18,4,Cliente Perdido
25e5a3b2bzs,8,1,591.43,4,Cliente Perdido
25f198d5bzs,13,1,329.46,4,Cliente Perdido
25f57574bzs,16,1,1529.15,4,Cliente Perdido
25fe1398bzs,12,1,1387.2,4,Cliente Perdido
2600ffabbzs,3,26,59257.58,2,Cliente Leal
2608ab98bzs,9,2,1365.78,4,Cliente Perdido
260ef48fbzs,3,3,9019.52,1,Cliente Prometedor
2620e22fbzs,13,1,1285.03,4,Cliente Perdido
2625d967bzs,2,1,825.86,1,Cliente Prometedor
2627d8a1bzs,1,40,82002.73,2,Cliente Leal
2640d556bzs,16,2,5544.04,4,Cliente Perdido
2644546ebzs,22,1,2582.98,0,Clientes que Necesitan Atención
2651b47dbzs,4,7,21894.053499999998,1,Cliente Prometedor
265c8bd9bzs,7,2,830.62,1,Cliente Prometedor
2674ca20bzs,11,1,441.66,4,Cliente Perdido
267c8e49bzs,2,2,8512.92,1,Cliente Prometedor
269c4a33bzs,14,1,1225.02,4,Cliente Perdido
26ad90f0bzs,7,1,1013.88,1,Cliente Prometedor
26aef7b4bzs,1,1,926.16,1,Cliente Prometedor
26e39233bzs,23,1,1502.46,0,Clientes que Necesitan Atención
26e639dabzs,12,1,623.22,4,Cliente Perdido
26efead5bzs,18,1,698.7,0,Clientes que Necesitan Atención
27184827bzs,5,1,717.06,1,Cliente Prometedor
272bf5b1bzs,1,11,18757.97,1,Cliente Prometedor
2730d7a2bzs,9,1,2735.81,4,Cliente Perdido
2732ab22bzs,22,1,1630.81,0,Clientes que Necesitan Atención
2739cbeabzs,9,2,1941.9099999999999,4,Cliente Perdido
2747ed28bzs,3,1,1811.01,1,Cliente Prometedor
27574295bzs,16,1,708.9,4,Cliente Perdido
275b8d91bzs,6,1,1912.67,1,Cliente Prometedor
275f64d3bzs,12,1,7659.52,4,Cliente Perdido
2763e09cbzs,13,1,1574.2,4,Cliente Perdido
276d1aedbzs,20,1,772.99,0,Clientes que Necesitan Atención
276dcae4bzs,14,1,1354.9,4,Cliente Perdido
277c112abzs,18,1,2616.47,0,Clientes que Necesitan Atención
278965a7bzs,7,1,4107.2,1,Cliente Prometedor
279ea861bzs,2,24,62716.91,2,Cliente Leal
27a00ddcbzs,7,1,759.73,1,Cliente Prometedor
27a19734bzs,15,1,2674.27,4,Cliente Perdido
27a59e93bzs,10,3,4818.48,4,Cliente Perdido
27bc289fbzs,24,1,1132.54,0,Clientes que Necesitan Atención
27c1af06bzs,6,1,677.11,1,Cliente Prometedor
27e2472ebzs,4,5,15251.55,1,Cliente Prometedor
2800a24cbzs,1,1,1439.05,1,Cliente Prometedor
281d3e5dbzs,20,1,7762.71,0,Clientes que Necesitan Atención
282aed77bzs,22,1,2885.24,0,Clientes que Necesitan Atención
2831c554bzs,17,1,698.7,0,Clientes que Necesitan Atención
28348598bzs,2,1,1804.04,1,Cliente Prometedor
284031b0bzs,23,1,807.5,0,Clientes que Necesitan Atención
2869f1f1bzs,16,1,793.39,4,Cliente Perdido
28860fd9bzs,8,1,844.05,4,Cliente Perdido
28a26f6fbzs,9,1,560.49,4,Cliente Perdido
28a8986abzs,24,1,931.94,0,Clientes que Necesitan Atención
28a9d804bzs,3,13,65256.03,1,Cliente Prometedor
28bb3cb1bzs,4,6,5826.75,1,Cliente Prometedor
28d20f8abzs,21,1,1901.96,0,Clientes que Necesitan Atención
28e1b84bbzs,21,1,1454.01,0,Clientes que Necesitan Atención
28f3086cbzs,6,1,3276.58,1,Cliente Prometedor
28ff7a3dbzs,14,1,3198.89,4,Cliente Perdido
290e9dedbzs,12,1,3511.86,4,Cliente Perdido
29143ed8bzs,9,1,851.36,4,Cliente Perdido
291a6e7fbzs,7,1,865.64,1,Cliente Prometedor
2920cef4bzs,13,1,684.76,4,Cliente Perdido
2923c31abzs,8,2,3459.67,4,Cliente Perdido
2951df6bbzs,4,1,2229.72,1,Cliente Prometedor
2964df8abzs,9,1,885.87,4,Cliente Perdido
29664d2bbzs,9,1,1289.45,4,Cliente Perdido
296ca175bzs,2,2,3916.9700000000003,1,Cliente Prometedor
29817e84bzs,23,1,3811.06,0,Clientes que Necesitan Atención
